OBJECTID,UNIT_CODE,GIS_Notes,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,METADATA,PARKNAME,CreationDa,Creator,EditDate,Editor,GlobalID,Shape_Leng,Shape_Area,ObservedPrcpChange,,,,
204,HOBE,Lands - http://landsnet.nps.gov/tractsnet/documents/HOBE/Metadata/hobe_metadata.xml,Horseshoe Bend National Military Park,20091026,AL,Southeast,149966,National Military Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049234,Horseshoe Bend,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{6813E683-538C-41EE-967D-4F173305F0B1},,11989088.22,37,,,,
205,KEMO,Lands - http://landsnet.nps.gov/tractsnet/documents/KEMO/Metadata/kemo_metadata.xml,Kennesaw Mountain National Battlefield Park,20200923,GA,Southeast,310345,National Battlefield Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/215975,Kennesaw Mountain,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{9DFD05F1-A338-402D-8D85-92C1A31CC156},,17404530.27,37,,,,
206,KIMO,Lands - http://landsnet.nps.gov/tractsnet/documents/KIMO/Metadata/kimo_metadata.xml,Kings Mountain National Military Park,20110627,SC,Southeast,1223739,National Military Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2174271,Kings Mountain,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{C4AE05DA-0829-4824-8A3F-4C4AAA1D8E25},,23836721.13,37,,,,
207,COWP,Lands - http://landsnet.nps.gov/tractsnet/documents/COWP/Metadata/cowp_metadata.xml,Cowpens National Battlefield,20140917,SC,Southeast,1247412,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2218478,Cowpens,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{ED2E9873-6ECE-4C1E-BB9F-26D1481B0056},,5131854.344,37,,,,
208,MACA,Lands - http://landsnet.nps.gov/tractsnet/documents/MACA/Metadata/maca_metadata.xml,Mammoth Cave National Park,20090327,KY,Southeast,507318,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048014,Mammoth Cave,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{9BCB8E6E-DD50-4670-A2BC-9E569DD63AFA},,330311827.8,37,,,,
209,ABLI,Lands - http://landsnet.nps.gov/tractsnet/documents/ABLI/Metadata/abli_metadata.xml,Abraham Lincoln Birthplace National Historical Park,20071003,KY,Southeast,496556,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047895,Abraham Lincoln Birthplace,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{9CA09E4B-C297-4888-B8C6-65F0D88ACB65},,2186841.287,37,,,,
210,MOCR,Lands - http://landsnet.nps.gov/tractsnet/documents/MOCR/Metadata/mocr_metadata.xml,Moores Creek National Battlefield,20091026,NC,Southeast,1025558,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049235,Moores Creek,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{E12E19BD-E8E0-431B-8C79-673CD788DBDE},,542942.2247,37,,,,
211,NATR,Lands - http://landsnet.nps.gov/tractsnet/documents/NATR/Metadata/natr_metadata.xml,Natchez Trace Parkway,20160412,AL,Southeast,123648,Parkway,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2230263,Natchez Trace,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{26B1524F-E85F-4152-89CF-736124106ABD},,310339969,37,,,,
212,BRCR,Lands - http://landsnet.nps.gov/tractsnet/documents/BRCR/Metadata/brcr_metadata.xml,Brices Cross Roads National Battlefield Site,20051013,MS,Southeast,667556,National Battlefield Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047914,Brices Cross Roads,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{E4E3A56C-D4DC-473E-BF45-0717FDF472A9},,5930.150855,37,,,,
213,TUPE,Lands - http://landsnet.nps.gov/tractsnet/documents/TUPE/Metadata/tupe_metadata.xml,Tupelo National Battlefield,20051013,MS,Southeast,1888969,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048055,Tupelo,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{286715C5-0839-407C-A586-C1B4B1ABE930},,5930.801106,37,,,,
214,SHIL,Lands - http://landsnet.nps.gov/tractsnet/documents/SHIL/Metadata/shil_metadata.xml,Shiloh National Military Park,20200925,MS,Southeast,1270094,National Military Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2259621,Shiloh,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{FB04A20D-62EA-48A0-A130-5FA224ECA956},,52707057.55,37,,,,
215,STRI,Lands - http://landsnet.nps.gov/tractsnet/documents/STRI/Metadata/stri_metadata.xml,Stones River National Battlefield,20180329,TN,Southeast,1888964,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2252627,Stones River,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{8E929FF0-EFF0-4467-BC4F-C0D1F71EF0E9},,4452463.14,37,,,,
216,VICK,Lands - http://landsnet.nps.gov/tractsnet/documents/VICK/Metadata/vick_metadata.xml,Vicksburg National Military Park,20210811,LA,Southeast,679217,National Military Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2287212,Vicksburg,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{B21422AB-0BDF-4FA2-8452-115892479B2E},,14253637.17,37,,,,
217,OCMU,Lands - http://landsnet.nps.gov/tractsnet/documents/OCMU/Metadata/ocmu_metadata.xml,Ocmulgee Mounds National Historical Park,20200925,GA,Southeast,1888951,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2218476,Ocmulgee,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{8D1B8741-CE2E-4309-A525-4E8FEF33CB81},,19469742.45,37,,,,
218,CUIS,Lands - http://landsnet.nps.gov/tractsnet/documents/CUIS/Metadata/cuis_metadata.xml,Cumberland Island National Seashore,20181016,GA,Southeast,325829,National Seashore,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2259622,Cumberland Island,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{D573ED1B-B720-4595-ACD1-73435FA5C7A8},,211346295.5,37,,,,
219,OBRI,Lands - http://landsnet.nps.gov/tractsnet/documents/OBRI/Metadata/obri_metadata.xml,Obed Wild and Scenic River,20200923,TN,Southeast,1309684,National Wild & Scenic River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2278883,Obed,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{E1CD0D8F-D3AD-4B77-BD6D-F87608DB6931},,33607608.82,37,,,,
220,LIRI,Lands - http://landsnet.nps.gov/tractsnet/documents/LIRI/Metadata/liri_metadata.xml,Little River Canyon National Preserve,20130429,AL,Southeast,1888939,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2196722,Little River Canyon,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{FFA56E2F-FEE5-49BF-ACDD-8979A6E387AE},,91891968.21,37,,,,
221,RUCA,Lands - http://landsnet.nps.gov/tractsnet/documents/RUCA/Metadata/ruca_metadata.xml,Russell Cave National Monument,2.02E+13,AL,Southeast,126026,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2181138,Russell Cave,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{06CDAB4C-42F7-495E-ADC5-ECB28B95952D},,1858120.603,37,,,,
222,NISI,Lands - http://landsnet.nps.gov/tractsnet/documents/NISI/Metadata/nisi_metadata.xml,Ninety Six National Historic Site,20060320,SC,Southeast,1227788,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048027,Ninety Six,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{1650F21C-50AE-43E5-873F-BDD2CC165D7A},,5700905.158,37,,,,
223,TUAI,Lands - http://landsnet.nps.gov/tractsnet/documents/TUAI/Metadata/tuai_metadata.xml,Tuskegee Airmen National Historic Site,20090203,AL,Southeast,2492338,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048054,Tuskegee Airmen,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{CB523E5A-CBEF-47A4-BC32-D4F4DB4431CF},,507337.448,37,,,,
224,SEMO,Lands - http://landsnet.nps.gov/tractsnet/documents/SEMO/Metadata/semo_metadata.xml,Selma to Montgomery National Historic Trail,20110519,AL,Southeast,2733435,National Trails Syste,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2174273,Selma to Montgomery,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{70A1A39D-AA0C-4DF4-8420-143046E9B29E},,113747.5089,37,,,,
225,NATC,Lands - http://landsnet.nps.gov/tractsnet/documents/NATC/Metadata/natc_metadata.xml,Natchez National Historical Park,20201228,MS,Southeast,1888946,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048023,Natchez,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{09B41A3C-BFD0-493B-8860-6E9DF1603D74},,786108.9109,37,,,,
226,CHPI,Lands - http://landsnet.nps.gov/tractsnet/documents/CHPI/Metadata/chpi_metadata.xml,Charles Pinckney National Historic Site,20200429,SC,Southeast,1252725,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047935,Charles Pinckney,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{D685368E-2FA5-494A-B11B-6A7DA9EAD6E7},,162342.8287,37,,,,
227,JICA,Lands - http://landsnet.nps.gov/tractsnet/documents/JICA/Metadata/jica_metadata.xml,Jimmy Carter National Historical Park,20150803,GA,Southeast,1888934,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2224524,Jimmy Carter,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{1EB6ED88-E428-4524-A933-CB2408B5F6CF},,407012.9526,37,,,,
228,MALU,Lands - http://landsnet.nps.gov/tractsnet/documents/MALU/Metadata/malu_metadata.xml,"Martin Luther King, Jr., National Historical Park",20141119,GA,Southeast,1704967,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2218475,Martin Luther King Jr.,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{F9B8738F-1208-47D0-B1CA-632FFAD07A1D},,228201.896,37,,,,
229,CUVA,Lands - http://landsnet.nps.gov/tractsnet/documents/CUVA/Metadata/cuva_metadata.xml,Cuyahoga Valley National Park,20210901,OH,Midwest,1066328,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225690,Cuyahoga Valley,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{DECBF636-0F71-4760-9DD1-3CE4A688B4F5},,234527745.4,45,,,,
230,APIS,Lands - http://landsnet.nps.gov/tractsnet/documents/APIS/Metadata/apis_metadata.xml,Apostle Islands National Lakeshore,20170825,WI,Midwest,1581059,National Lakeshore,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2221817,Apostle Islands,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{2BD91455-8894-47F5-AE2F-162BA1D59124},,632060717.2,45,,,,
231,FILA,Lands - http://landsnet.nps.gov/tractsnet/documents/FILA/Metadata/fila_metadata.xml,First Ladies National Historic Site,20181120,OH,Midwest,2035610,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2203269,First Ladies,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{72A63409-75EE-4EAA-968A-DB1E0DC795DE},,3210.142408,45,,,,
232,NIOB,Lands - http://landsnet.nps.gov/tractsnet/documents/NIOB/Metadata/niob_metadata.xml,Niobrara National Scenic River,20210709,NE,Midwest,1888949,National Wild & Scenic River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2210709,Niobrara,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{17C26089-B582-4ED0-9099-C2E216FE9F18},,218507564.9,24,,,,
233,IATR,Lands - http://landsnet.nps.gov/tractsnet/documents/IATR/Metadata/iatr_metadata.xml,Ice Age National Scenic Trail,20210916,WI,Midwest,2733461,National Trails Syste,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048397,Ice Age,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{29133017-800E-440C-B97C-D3291782C4FD},,1849202.13,45,,,,
234,EFMO,Lands - http://landsnet.nps.gov/tractsnet/documents/EFMO/Metadata/efmo_metadata.xml,Effigy Mounds National Monument,20190819,IA,Midwest,456249,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048392,Effigy Mounds,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{1F12076D-DD69-4D15-AA94-0E959489EE40},,18954013.48,45,,,,
235,DAAV,Lands - http://landsnet.nps.gov/tractsnet/documents/DAAV/Metadata/daav_metadata.xml,Dayton Aviation Heritage National Historical Park,20130530,OH,Midwest,1083940,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2196729,Dayton Aviation Heritage,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{AF0588FB-65E0-4D4B-9D3F-0AC3C049999A},,779956.2884,45,,,,
236,FOLS,Lands - http://landsnet.nps.gov/tractsnet/documents/FOLS/Metadata/fols_metadata.xml,Fort Larned National Historic Site,20100728,KS,Midwest,475845,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165328,Fort Larned,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{F21A1322-E778-49CA-958F-01D9A44784DE},,4625403.872,21,,,,
237,FOSC,Lands - http://landsnet.nps.gov/tractsnet/documents/FOSC/Metadata/fosc_metadata.xml,Fort Scott National Historic Site,20190502,KS,Midwest,480986,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166414,Fort Scott,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{CB2F8259-3651-44B5-9DC2-36FA64DA1889},,132981.2687,21,,,,
238,TAPR,Lands - http://landsnet.nps.gov/tractsnet/documents/TAPR/Metadata/tapr_metadata.xml,Tallgrass Prairie National Preserve,20160114,KS,Midwest,1888965,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048190,Tallgrass Prairie,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{358328AB-51FE-4B1F-9F70-8146CA3D9D6F},,71990800.12,21,,,,
239,GWCA,Lands - http://landsnet.nps.gov/tractsnet/documents/GWCA/Metadata/gwca_metadata.xml,George Washington Carver National Monument,20181130,MO,Midwest,718402,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048161,George Washington Carver,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{1DD95CA1-14A3-4957-AF00-74D672909998},,1530092.903,45,,,,
240,WICL,Lands - http://landsnet.nps.gov/tractsnet/documents/WICL/Metadata/wicl_metadata.xml,President William Jefferson Clinton Birthplace Home National Historic Site,20180724,AR,Midwest,2733433,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2169653,President William Jefferson Clinton Birthplace Home,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{FD30FE37-3D79-4801-951E-2EF0C015E766},,3372.282498,37,,,,
241,WICR,Lands - http://landsnet.nps.gov/tractsnet/documents/WICR/Metadata/wicr_metadata.xml,Wilson's Creek National Battlefield,2.02E+13,MO,Midwest,735922,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048197,Wilson's Creek,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{1B952A07-71A5-46DA-A88B-40F34BA9CC14},,15564685.57,45,,,,
242,JAGA,Lands - http://landsnet.nps.gov/tractsnet/documents/JAGA/Metadata/jaga_metadata.xml,James A. Garfield National Historic Site,20100907,OH,Midwest,1888932,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166418,James A Garfield,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{8D45BF50-2212-45CD-BC9B-777FBA31D3F3},,56656.24623,45,,,,
243,KEWE,Lands - http://landsnet.nps.gov/tractsnet/documents/KEWE/Metadata/kewe_metadata.xml,Keweenaw National Historical Park,20170919,MI,Midwest,1888937,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2174270,Keweenaw,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{DFCBF028-6B60-41C0-9760-429CBD5ED048},,16297962.71,45,,,,
244,GRPO,Lands - http://landsnet.nps.gov/tractsnet/documents/GRPO/Metadata/grpo_metadata.xml,Grand Portage National Monument,20091214,MN,Midwest,644333,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1049054,Grand Portage,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{25C06464-E8E1-4851-8D6D-8720F66B0284},,6395838.429,45,,,,
245,HSTR,Lands - http://landsnet.nps.gov/tractsnet/documents/HSTR/Metadata/hstr_metadata.xml,Harry S Truman National Historic Site,2.02E+13,MO,Midwest,2463113,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2185776,Harry S Truman,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{8421159B-B424-497C-8654-170053C06FB2},,90718.23748,45,,,,
246,HEHO,Lands - http://landsnet.nps.gov/tractsnet/documents/HEHO/Metadata/heho_metadata.xml,Herbert Hoover National Historic Site,20190630,IA,Midwest,457629,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2188824,Herbert Hoover,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{D3FACB46-E374-476B-8C42-753B1179BD32},,1357394.579,45,,,,
247,INDU,Lands - http://landsnet.nps.gov/tractsnet/documents/INDU/Metadata/indu_metadata.xml,Indiana Dunes National Park,2.02E+13,IN,Midwest,446903,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225696,Indiana Dunes,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{6489FDF7-8A36-427B-9E78-8CA556EC32D6},,115487726.4,45,,,,
248,HOME,Lands - http://landsnet.nps.gov/tractsnet/documents/HOME/Metadata/home_metadata.xml,Homestead National Historical Park,20171214,NE,Midwest,830099,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048166,Homestead,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{F44D3E6A-819B-45B0-9058-73AD517D5127},,1491929.301,24,,,,
249,PIRO,Lands - http://landsnet.nps.gov/tractsnet/documents/PIRO/Metadata/piro_metadata.xml,Pictured Rocks National Lakeshore,20200915,MI,Midwest,634820,National Lakeshore,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048185,Pictured Rocks,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{E2A88A8B-BC2D-4040-ABD9-F7897B586C2E},,630282402.2,45,,,,
250,RIRA,Lands - http://landsnet.nps.gov/tractsnet/documents/RIRA/Metadata/rira_metadata.xml,River Raisin National Battlefield Park,20180227,MI,Midwest,2733434,National Battlefield Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2221825,River Raisin,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{187A6F10-AFBE-4624-892D-C408111130F7},,307034.4142,45,,,,
251,LECL,Lands - http://landsnet.nps.gov/tractsnet/documents/LECL/Metadata/lecl_metadata.xml,Lewis and Clark National Historic Trail,20170113,IL,Midwest,2733427,National Trails Syste,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048008,Lewis and Clark,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{D32948A2-A0AD-41F2-A406-ADF936A9BF24},,564370.7679,45,,,,
252,RRBH,Lands - http://landsnet.nps.gov/tractsnet/documents/RRBH/Metadata/rrbh_metadata.xml,Ronald Reagan Boyhood Home National Historic Site,20130103,IL,Midwest,2733441,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2192766,Ronald Reagan Boyhood Home,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{7CA33A85-AF39-4DA6-8C58-CE25A9C0BA6D},,7381.067928,45,,,,
253,LIBO,Lands - http://landsnet.nps.gov/tractsnet/documents/LIBO/Metadata/libo_metadata.xml,Lincoln Boyhood National Memorial,20160303,IN,Midwest,446882,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2218474,Lincoln Boyhood,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{4D529C44-9BBA-4E90-9F99-BBFF78CDCEFB},,1310293.047,45,,,,
254,JEFF,Lands - http://landsnet.nps.gov/tractsnet/documents/JEFF/Metadata/jeff_metadata.xml,Gateway Arch National Park,20101028,IL,Midwest,765817,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2171833,Gateway Arch,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{6616765F-37AA-4827-BB4A-41D9FC203387},,1290994.164,45,,,,
255,GERO,Lands - http://landsnet.nps.gov/tractsnet/documents/GERO/Metadata/gero_metadata.xml,George Rogers Clark National Historical Park,20100818,IN,Midwest,447197,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2180622,George Rogers Clark,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{0EF7DDF8-8A62-4370-ADD6-3D331487F3AA},,161979.4869,45,,,,
256,LIHO,Lands - http://landsnet.nps.gov/tractsnet/documents/LIHO/Metadata/liho_metadata.xml,Lincoln Home National Historic Site,20170606,IL,Midwest,1821086,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048176,Lincoln Home,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{29C6BE12-FB12-41FC-A66A-729A9F774DB5},,93771.68244,45,,,,
257,OZAR,Lands - http://landsnet.nps.gov/tractsnet/documents/OZAR/Metadata/ozar_metadata.xml,Ozark National Scenic Riverways,2.02E+13,MO,Midwest,751466,National River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2194487,Ozark,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{C6EF5088-E71B-4B77-8AE6-9751439CB824},,525270475.1,45,,,,
258,SCBL,Lands - http://landsnet.nps.gov/tractsnet/documents/SCBL/Metadata/scbl_metadata.xml,Scotts Bluff National Monument,20120813,NE,Midwest,833315,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2188825,Scotts Bluff,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{FE4F4468-C147-454A-B177-0BD559B9A29E},,23469485.34,24,,,,
259,AGFO,Lands - http://landsnet.nps.gov/tractsnet/documents/AGFO/Metadata/agfo_metadata.xml,Agate Fossil Beds National Monument,20121127,NE,Midwest,826917,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2192756,Agate Fossil Beds,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{C40B3404-366F-45C9-B4A8-D4247666851C},,22628044.36,24,,,,
260,HOCU,Lands - http://landsnet.nps.gov/tractsnet/documents/HOCU/Metadata/hocu_metadata.xml,Hopewell Culture National Historical Park,20190710,OH,Midwest,1888931,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2188826,Hopewell Culture,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{EE2F3395-E4AE-4E63-8B3A-2B560599D0C1},,12116307.2,45,,,,
261,PEVI,Lands - http://landsnet.nps.gov/tractsnet/documents/PEVI/Metadata/pevi_metadata.xml,Perry's Victory and International Peace Memorial,20100901,OH,Midwest,1082175,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166417,Perry's Victory & International Peace,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{964AC943-FAE9-4ECF-9D55-A8C8EC202764},,194081.4381,45,,,,
262,WIHO,Lands - http://landsnet.nps.gov/tractsnet/documents/WIHO/Metadata/wiho_metadata.xml,William Howard Taft National Historic Site,20190823,OH,Midwest,1888973,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2165598,William Howard Taft,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{9F1E0AFA-5CBB-44B4-A197-E8156B665F3C},,24572.02862,45,,,,
263,PIPE,Lands - http://landsnet.nps.gov/tractsnet/documents/PIPE/Metadata/pipe_metadata.xml,Pipestone National Monument,2.02E+13,MN,Midwest,649530,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2166448,Pipestone,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{473CC865-7958-43EA-8FBF-BFB83292A767},,2364452.727,45,,,,
264,MISS,Lands - http://landsnet.nps.gov/tractsnet/documents/MISS/Metadata/miss_metadata.xml,Mississippi National River and Recreation Area,20180510,MN,Midwest,1888944,National River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2253817,Mississippi,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{B659C46F-6458-4878-96E6-F28B54DFE608},,433802093.1,45,,,,
265,LOSA,Lands - http://landsnet.nps.gov/tractsnet/documents/LOSA/Metadata/losa_metadata.xml,Lower Saint Croix National Scenic Riverway,20220418,MN,Midwest,2738286,National Wild & Scenic River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223247,Lower Saint Croix,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{CF72A4DB-7BD8-4D0E-B4ED-3F726AE1D0F6},,92270909.93,45,,,,
266,SLBE,Lands - http://landsnet.nps.gov/tractsnet/documents/SLBE/Metadata/slbe_metadata.xml,Sleeping Bear Dunes National Lakeshore,2.02E+13,MI,Midwest,638101,National Lakeshore,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2272027,Sleeping Bear Dunes,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{0AA6BE45-438F-4809-968D-F81C4878CF28},,570334049.2,45,,,,
267,ULSG,Lands - http://landsnet.nps.gov/tractsnet/documents/ULSG/Metadata/ulsg_metadata.xml,Ulysses S. Grant National Historic Site,20080701,MO,Midwest,2733425,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048194,Ulysses S Grant,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{A7CDAAB8-8710-45AA-BAC2-ED34C5509042},,65455.18328,45,,,,
268,VOYA,Lands - http://landsnet.nps.gov/tractsnet/documents/VOYA/Metadata/voya_metadata.xml,Voyageurs National Park,20160815,MN,Midwest,660491,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2224529,Voyageurs,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{A2BB8402-37FB-4B53-9FFC-585E0708813F},,1884045708,45,,,,
269,MIMI,Lands - http://landsnet.nps.gov/tractsnet/documents/MIMI/Metadata/mimi_metadata.xml,Minuteman Missile National Historic Site,20200203,SD,Midwest,2733442,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2208028,Minuteman Missile,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{FE0D471F-D4CE-425E-8F10-9DD6CBC996D9},,339067.4433,24,,,,
270,BITH,Lands - http://landsnet.nps.gov/tractsnet/documents/BITH/Metadata/bith_metadata.xml,Big Thicket National Preserve,20180327,TX,Mountains,1888902,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239597,Big Thicket,,NPS_WASO_LANDS,2.02E+13,NPS_WASO_LANDS,{AAFBB80C-772A-4F32-B37A-3F787D5703F7},,617771863.9,21,,,,
